,Id_code,PoolID,Foundation_spp,Day_Night,Before_After,Removal_Control,Group,Time_Point,Sampling_group,Sampling_Day,Sampling_time,Wind_Speed.m.s,DO_mg_L,DO_p,Conductivity,Salinity,Temp.pool,Temp.in,date_triscal,mVolts,pH.pre,Notes,SalCal,Date_Time,PO_ug_L,NO2N_ug_L,NN_ug_L,NH4_ug_L,PO_umol_L,NN_umol_L,NH4_umol_L,Date_Run,TA_Run,TA_Raw,CRM_off,Salinity_Lab,TA_CRM,(Intercept),TTris,mVTris,pH,pH_insitu,CO2,fCO2,pCO2,HCO3,CO3,DIC,ALK,OmegaAragonite,OmegaCalcite,TA_NormSal,DIC_Norm
250,D_31_4_AI,31,Mytilus,Day,After,Control,After_Control,4,2,8/6/2019,11:48:00,0.4,12.56,190,53.2,35.1,15.5,16.469,20190804,-31.9,7.45780112,NA,0.033928014,8/6/2019 11:48,111.6,29,392,386,3.603006,14.842688,21.398682,12/18/2019,1,2113.903513,0.085007907,34.34,2112.027363,-106.233873,1.349038589,-84.01655647,7.459262225,7.471815088,57.90653978,1570.208418,1575.872933,1995.212578,44.88789349,2098.007011,2112.027363,0.687806866,1.069660037,2133.147637,2118.987081
251,D_32_4_AI,32,Mytilus,Day,After,Removal,After_Removal,4,2,8/6/2019,11:47:00,0.4,22.01,262,53.5,35.3,13,15.803,20190804,-77.6,8.258909765,sun brighter,0.035098886,8/6/2019 11:47,55,6.86,188,93,1.775675,7.118432,5.155641,12/18/2019,1,2057.174556,0.085007907,34.98,2055.298406,-106.233873,1.349038589,-84.91501617,8.260888685,8.304809085,6.837610251,171.9159293,172.5552216,1513.718853,211.4997413,1732.056204,2055.298406,3.218126509,5.029579584,2114.53936,1781.980177
252,N2_Ocean_1_AI,Ocean,Ocean,Night,After,Ocean,After_Ocean,1,2,8/8/2019,23:46:00,1,7.86,89.6,53.1,34.9,11.4,13.548,20190808,-51.9,7.835588538,NA,0.035582174,8/8/2019 23:46,32,8.78,73.8,66.2,1.03312,2.7943632,3.6699294,8/30/2019,1,2204.02521,0.232710928,32.82,2198.88921,-107.2325841,1.458368833,-87.47460317,7.836605857,7.868693484,25.25375649,602.0846067,604.3711982,1962.557297,93.530767,2081.341821,2198.88921,1.421439831,2.229664917,2122.57482,2009.107017
253,N_1_1_AI,1,Phyllospadix,Night,After,Control,After_Control,1,2,8/8/2019,23:54:00,1,6.28,72.9,53.8,35.4,11.8,13.171,20190808,-55.7,7.904520072,NA,0.03582043,8/8/2019 23:54,18.68,8.51,128,27.6,0.6030838,4.846592,1.5300612,8/31/2019,1,2210.838752,0.048572063,32.97,2209.766752,-107.2325841,1.458368833,-88.02440822,7.906837591,7.927589311,21.45148426,519.5269971,521.4897185,1936.01987,108.5622738,2066.033628,2209.766752,1.647072679,2.579788517,2142.823818,2003.444963
254,N_2_1_AI,2,Phyllospadix,Night,After,Removal,After_Removal,1,2,8/8/2019,23:59:00,0.5,6.66,77.1,53.8,35.4,11.5,12.508,20190808,-56,7.913568122,Dumped 500ml and pumped 500ml,0.035963184,8/8/2019 23:59,26,7.1,49.8,38,0.83941,1.8856272,2.106606,9/1/2019,1,2229.445605,0.396650635,32.92,2220.691406,-107.2325841,1.458368833,-88.99130675,7.915907721,7.931206712,21.54725061,516.8470412,518.8072032,1946.326138,108.7723113,2076.6457,2220.691406,1.649350705,2.584795051,2150.151797,2010.68166
255,N_3_1_AI,3,Phyllospadix,Night,After,Removal,After_Removal,1,2,8/9/2019,0:04:00,0.5,6.81,79,53.7,35.4,11.5,12.361,20190808,-56.7,7.926760457,NA,0.035902035,8/9/2019 0:04,28,6.94,45.6,47.4,0.90398,1.7265984,2.6277138,9/2/2019,1,2218.494162,0.36850704,32.84,2210.361101,-107.2325841,1.458368833,-89.20568697,7.929104965,7.942201405,20.84177815,499.9250977,501.8210476,1930.870794,110.6752847,2062.387857,2210.361101,1.678206124,2.630016086,2134.948781,1992.024036
256,N_4_1_AI,4,Phyllospadix,Night,After,Control,After_Control,1,2,8/9/2019,0:06:00,0.6,5.7,66.6,53.8,35.4,11.5,12.118,20190808,-51.3,7.832753653,8 ml from TA for fdom sterivex was 40 ml short,0.035963184,8/9/2019 0:06,27.6,3.18,61.2,91,0.891066,2.3172768,5.044767,9/2/2019,1,2232.626875,0.36850704,32.83,2224.493814,-107.2325841,1.458368833,-89.5600706,7.835105678,7.844335503,26.96620204,646.8297042,649.2831787,1994.216597,91.24390389,2112.426703,2224.493814,1.383561639,2.168261284,2147.945056,2039.734372
257,N_5_1_AI,5,Phyllospadix,Night,After,Control,After_Control,1,2,8/9/2019,0:08:00,0.6,3.54,41,53.8,35.4,11.4,12.136,20190808,-40.3,7.638334826,NA,0.036011344,8/9/2019 0:08,26.8,-0.641,27,59.6,0.865238,1.022328,3.3040452,9/4/2019,1,2292.644071,0.537981023,32.92,2280.770668,-107.2325841,1.458368833,-89.53381996,7.640685314,7.651087517,44.94413551,1074.595082,1078.678274,2124.670758,62.05531645,2231.67021,2280.770668,0.940796413,1.474648535,2208.322659,2160.781862
258,N_6_1_AI,6,Phyllospadix,Night,After,Removal,After_Removal,1,2,8/9/2019,0:10:00,0.6,4.19,48.8,53.9,35.5,11.6,12.346,20190808,-41.6,7.660292104,NA,0.035976287,8/9/2019 0:10,85.4,11.5,54.2,19.6,2.757139,2.0522288,1.0865652,9/4/2019,1,2340.232826,0.537981023,33.04,2328.359423,-107.2325841,1.458368833,-89.22756251,7.662899224,7.673525007,43.11077111,1038.005584,1041.939421,2158.492581,67.05829252,2268.661644,2328.359423,1.016498461,1.592502838,2262.61751,2204.605316
259,N_7_1_AI,7,Phyllospadix,Night,After,Removal,After_Removal,1,2,8/9/2019,0:18:00,0.8,6.48,75,53.9,35.5,11.6,12.227,20190808,-53.4,7.869250861,NA,0.035976287,8/9/2019 0:18,28.2,1.778,23,48.4,0.910437,0.870872,2.6831508,9/5/2019,1,2226.356711,0.544759247,33,2214.333711,-107.2325841,1.458368833,-89.4011084,7.87186334,7.881297982,24.32899161,585.7846776,588.0035902,1965.449333,98.52280285,2088.301128,2214.333711,1.493451051,2.339723206,2149.206249,2026.880506
260,N_8_1_AI,8,Phyllospadix,Night,After,Control,After_Control,1,2,8/9/2019,0:21:00,0.8,4.02,46.4,53.9,35.5,11.2,12.191,20190808,-44.1,7.705191554,NA,0.036170241,8/9/2019 0:21,32.5,-1.62,50.5,93.4,1.0492625,1.912132,5.1778158,9/5/2019,1,2236.22918,0.544759247,32.93,2224.20618,-107.2325841,1.458368833,-89.45360967,7.707804544,7.722132976,36.92189973,877.6072976,880.9498934,2046.958623,70.02169014,2153.902213,2224.20618,1.060666171,1.662916566,2154.209103,2086.117643
261,N_9_1_AI,9,Mytilus,Night,After,Control,After_Control,1,2,8/9/2019,0:27:00,0.8,2.17,28.2,53.9,35.4,11.2,11.984,20190808,-23.6,7.343879654,under 550 ml,0.036170241,8/9/2019 0:27,62.6,10.54,126.2,312,2.021041,4.7784368,17.296344,9/7/2019,1,2179.377445,0.267242737,32.95,2173.479318,-107.2325841,1.458368833,-89.75549202,7.346233677,7.356095857,87.79802614,2085.703711,2093.658111,2093.793883,30.76343533,2212.355345,2173.479318,0.466227721,0.731053679,2106.357162,2144.032606
262,N_10_1_AI,10,Mytilus,Night,After,Removal,After_Removal,1,2,8/9/2019,0:28:00,0.8,2.95,34.1,53.9,35.4,11.2,11.934,20190808,-29.2,7.443061439,NA,0.036170241,8/9/2019 0:28,92.4,14.72,200,272,2.983134,7.5728,15.078864,9/7/2019,1,2228.747908,0.267242737,32.97,2222.849781,-107.2325841,1.458368833,-89.82841046,7.445417577,7.455031758,70.83489773,1682.732694,1689.147442,2121.44778,39.14435582,2231.427033,2222.849781,0.593242712,0.930215532,2155.510508,2163.82792
263,N_11_1_AI,11,Mytilus,Night,After,Removal,After_Removal,1,2,8/9/2019,0:30:00,0.8,4.43,50.7,53.9,35.4,11.2,12.075,20190808,-41.4,7.658059105,NA,0.036170241,8/9/2019 0:30,32.2,9.8,123,153,1.039577,4.657272,8.481861,9/8/2019,1,2182.966767,0.658535281,33.1,2168.432696,-107.2325841,1.458368833,-89.62278046,7.660411686,7.672864077,40.68957273,966.6093483,970.2912887,2012.336123,61.31541146,2114.341108,2168.432696,0.929250724,1.457082302,2111.033007,2058.373255
264,N_12_1_AI,12,Mytilus,Night,After,Control,After_Control,1,2,8/9/2019,0:37:00,0.8,2.16,25.1,53.9,35.5,11.1,11.728,20190808,-22.7,7.328901672,NA,0.036219464,8/9/2019 0:37,60.4,11.56,130.4,276,1.950014,4.9374656,15.300612,9/8/2019,1,2190.268293,0.658535281,33.11,2175.734222,-107.2325841,1.458368833,-90.12883444,7.331529598,7.33939279,91.62502831,2170.825108,2179.115612,2098.974333,29.62728589,2220.226647,2175.734222,0.448707294,0.703612272,2118.781179,2162.108949
265,N_13_1_AI,13,Mytilus,Night,After,Control,After_Control,1,2,8/9/2019,0:39:00,0.8,1.03,11.8,53.9,35.4,11,11.73,20190808,-18.5,7.254593151,NA,0.036268985,8/9/2019 0:39,65.6,8.64,129,376,2.117896,4.884456,20.844312,11/21/2019,1,2060.847702,-0.569820019,33.68,2073.423801,-107.2325841,1.458368833,-90.12591771,7.256955007,7.265855164,104.3060548,2461.862215,2471.279341,2010.630975,23.81192911,2138.748959,2073.423801,0.360751296,0.565868781,2053.909224,2118.619557
266,N_14_1_AI,14,Mytilus,Night,After,Control,After_Control,1,2,8/9/2019,0:41:00,0.8,0.85,9.9,53.8,35.4,11.2,11.94,20190808,-19.5,7.271563111,NA,0.03610854,8/9/2019 0:41,45.4,3.82,110,318,1.465739,4.16504,17.628966,11/22/2019,1,2084.754856,-0.799098459,34.46,2102.391199,-107.2325841,1.458368833,-89.81966025,7.273918218,7.282978009,101.0620285,2400.799394,2409.958633,2036.663765,25.28729601,2163.01309,2102.391199,0.383235431,0.600920235,2130.835315,2192.277385
267,N_15_1_AI,15,Mytilus,Night,After,Removal,After_Removal,1,2,8/9/2019,0:45:00,0.9,4.66,53.4,53.9,35.5,11,12.158,20190808,-36.6,7.5728733,NA,0.036268985,8/9/2019 0:45,177,47.5,273,6.93,5.714445,10.336872,0.38417841,11/22/2019,1,2236.365954,-0.799098459,34.61,2254.002297,-107.2325841,1.458368833,-89.50173585,7.575486846,7.591501022,51.79360208,1223.147785,1227.820281,2114.869405,53.13456453,2219.797572,2254.002297,0.804589539,1.261893725,2294.44175,2259.623352
268,N_16_1_AI,16,Mytilus,Night,After,Removal,After_Removal,1,2,8/9/2019,0:34:00,0.8,5.13,59.1,53.9,35.4,11.1,12.068,20190808,-43.5,7.695199233,NA,0.036219464,8/9/2019 0:34,57,15.1,305,194.2,1.840245,11.54852,10.7658654,11/23/2019,1,2094.835224,-0.539790416,34.55,2106.74856,-107.2325841,1.458368833,-89.63298904,7.697552224,7.71149408,35.99736547,852.3794516,855.6300703,1941.003337,64.39124335,2041.391946,2106.74856,0.975696326,1.530186549,2140.828317,2074.414463
269,N1_Ocean_1_AI,Ocean,Ocean,Night,After,Ocean,After_Ocean,1,1,8/7/2019,22:45:00,2.6,8.6,98.4,54.1,35.6,11.2,13.693,20190808,-47,7.748710829,NA,0.036293662,8/7/2019 22:45,33.8,1.382,230,24,1.091233,8.70872,1.330488,11/26/2019,1,2237.663443,0.237237901,33.8,2232.427531,-107.2325841,1.458368833,-87.26313969,7.751527478,7.788074707,31.39926836,746.7651496,749.6089933,2027.788768,80.92286076,2140.110897,2232.427531,1.225174528,1.920576786,2219.295605,2127.522009
270,N_17_1_AI,17,Mytilus,Night,After,Removal,After_Removal,1,1,8/7/2019,23:47:00,2.6,4.5,50,54.1,35.6,11.2,13.792,20190808,-35.4,7.544465592,NA,0.036293662,8/7/2019 23:47,36.2,10.9,82.6,98.8,1.168717,3.1275664,5.4771756,11/27/2019,1,2245.308126,0.547931117,34.04,2233.215122,-107.2325841,1.458368833,-87.11876117,7.547277156,7.582749435,52.18849207,1241.19284,1245.92212,2100.64498,52.24874973,2205.082222,2233.215122,0.791047631,1.240041873,2235.842434,2207.676436
271,N_18_1_AI,18,Phyllospadix,Night,After,Control,After_Control,1,1,8/7/2019,23:59:00,2.8,4.5,50,54.1,35.6,11.7,13.246,20190808,-33.8,7.518718432,NA,0.036050133,8/7/2019 23:59,47.6,6.82,168.6,176.6,1.536766,6.3838704,9.7901742,11/27/2019,1,2162.676496,0.547931117,33.98,2150.583492,-107.2325841,1.458368833,-87.91503056,7.521552324,7.542430084,54.65741901,1321.003793,1326.00523,2030.193492,46.92694591,2131.777857,2150.583492,0.71110484,1.113700727,2149.318443,2130.52387
272,N_19_1_AI,19,Mytilus,Night,After,Control,After_Control,1,1,8/7/2019,23:45:00,2.6,3.8,44.7,54.1,35.6,12,13.065,20190808,-35.9,7.55647652,NA,0.035907484,8/7/2019 23:45,61.8,7.92,186.6,174.6,1.995213,7.0654224,9.6793002,12/6/2019,1,2207.176859,-0.023173626,33.87,2207.688308,-107.2325841,1.458368833,-88.17899531,7.559317985,7.573900484,51.55755015,1258.092484,1262.837031,2074.366034,52.15784508,2178.08143,2207.688308,0.79080995,1.237834996,2199.247147,2169.753471
273,N_20_1_AI,20,Phyllospadix,Night,After,Control,After_Control,1,1,8/7/2019,23:52:00,2.6,4.4,51,54.2,35.7,11.6,13.223,20190808,-35.3,7.545215455,balloon missing,0.03615925,8/7/2019 23:52,49.4,4.74,112.6,118.4,1.594879,4.2634864,6.5637408,12/6/2019,1,2310.645026,-0.023173626,33.92,2311.156475,-107.2325841,1.458368833,-87.94857304,7.548311663,7.57048947,55.00800119,1325.974994,1331.001758,2175.833452,53.56194213,2284.403395,2311.156475,0.811082819,1.270351899,2305.71846,2279.028328
274,N_21_1_AI,21,Phyllospadix,Night,After,Removal,After_Removal,1,1,8/7/2019,23:50:00,2.6,4.81,55.8,54.2,35.7,11.4,13.551,20190808,-33,7.503340287,NA,0.036256727,8/7/2019 23:50,41,7.52,130,109.8,1.323685,4.92232,6.0869826,12/11/2019,1,2283.340764,0.226350661,34.2,2278.345137,-107.2325841,1.458368833,-87.47022806,7.506421629,7.535347888,59.38038864,1422.19459,1427.600621,2155.416982,48.55442315,2263.351793,2278.345137,0.734994431,1.151603143,2291.747167,2276.665627
275,N_22_1_AI,22,Phyllospadix,Night,After,Removal,After_Removal,1,1,8/7/2019,23:56:00,2.8,3.52,40.9,54.1,35.7,11.9,13.406,20190808,-39.2,7.612999806,NA,0.035954749,8/7/2019 23:56,35.8,-1.83,108.6,97.6,1.155803,4.1120304,5.4106512,12/12/2019,1,2231.763672,0.032092078,34.3,2231.05539,-107.2325841,1.458368833,-87.68169154,7.616088177,7.637181685,44.72529749,1088.51611,1092.625675,2078.191166,60.35173486,2183.268199,2231.05539,0.914398654,1.43136832,2250.741173,2202.53233
276,N_23_1_AI,23,Mytilus,Night,After,Removal,After_Removal,1,1,8/7/2019,23:38:00,2.2,4.39,51.2,54.1,35.7,11.9,13.16,20190808,-41.1,7.64758703,NA,0.035954749,8/7/2019 23:38,36.2,17.5,355,66,1.168717,13.44172,3.658842,12/12/2019,1,2215.564619,0.032092078,35.17,2214.856337,-107.2325841,1.458368833,-88.04045028,7.650686542,7.668545244,41.09269372,1000.106464,1003.881884,2052.392537,64.0660945,2157.551325,2214.856337,0.970675502,1.519462171,2291.073452,2231.796473
277,N_24_1_AI,24,Mytilus,Night,After,Removal,After_Removal,1,1,8/7/2019,23:37:00,2.2,6,69.1,54.1,35.7,11.5,13.136,20190808,-45.1,7.7181169,NA,0.036146668,8/7/2019 23:37,133,11.8,268,12.2,4.293905,10.147552,0.6763314,12/13/2019,1,2157.443467,-0.016058326,34.77,2157.797879,-107.2325841,1.458368833,-88.07545113,7.721217823,7.744962453,33.41791852,802.9589262,806.00513,1970.462494,72.20652246,2076.086935,2157.797879,1.093221252,1.712565093,2206.665655,2123.104197
278,N_25_1_AI,25,Mytilus,Night,After,Control,After_Control,1,1,8/7/2019,23:32:00,1.9,4.23,49.1,54.3,35.7,11.4,12.84,20190808,-30.9,7.469365729,NA,0.036318089,8/7/2019 23:32,59.6,6.5,202,195.8,1.924186,7.648528,10.8545646,12/13/2019,1,2168.49088,-0.016058326,34.2,2168.845292,-107.2325841,1.458368833,-88.5071283,7.472478563,7.491559388,62.79485692,1503.973076,1509.690472,2060.743027,41.96940739,2165.507291,2168.845292,0.635313504,0.995421186,2181.603206,2178.245569
279,N_26_1_AI,26,Phyllospadix,Night,After,Removal,After_Removal,1,1,8/7/2019,23:02:00,2.9,5.77,66.5,54.1,35.6,11.3,12.844,20190808,-43.1,7.684335964,NA,0.036244369,8/7/2019 23:02,28.6,8.1,195,42,0.923351,7.38348,2.328354,12/16/2019,1,2254.499603,-0.207713212,34.2,2259.083896,-107.2325841,1.458368833,-88.50129483,7.687187036,7.709381111,38.573258,920.3515604,923.8525959,2083.462932,69.63674952,2191.672939,2259.083896,1.054485029,1.65270442,2272.372625,2204.565133
280,N_27_1_AI,27,Phyllospadix,Night,After,Control,After_Control,1,1,8/7/2019,23:00:00,2.9,4.96,57.1,54.1,35.6,11.3,12.789,20190808,-36.6,7.570040625,NA,0.036244369,8/7/2019 23:00,36.6,5.56,130.8,66.2,1.181631,4.9526112,3.6699294,12/16/2019,1,2257.34677,-0.207713212,34.69,2261.931063,-107.2325841,1.458368833,-88.58150511,7.57289337,7.593447479,51.3652298,1225.565893,1230.229521,2124.393967,54.36934995,2230.128547,2261.931063,0.823296118,1.29035984,2307.834958,2275.387038
281,N_28_1_AI,28,Phyllospadix,Night,After,Removal,After_Removal,1,1,8/7/2019,22:55:00,2.9,5.22,60.5,54,35.6,11.4,13.553,20190808,-40.4,7.6334111,NA,0.036134023,8/7/2019 22:55,37,8.44,148.2,39.6,1.194545,5.6114448,2.1953052,12/17/2019,1,2198.806286,0.213123483,34.68,2194.102587,-107.2325841,1.458368833,-87.46731132,7.636232957,7.666658165,41.49945454,993.3683497,997.1425662,2036.604999,61.93463276,2140.039086,2194.102587,0.938018822,1.469897206,2237.984639,2182.839868
282,N_29_1_AI,29,Phyllospadix,Night,After,Control,After_Control,1,1,8/7/2019,22:52:00,2.6,4.41,50.9,54.2,35.7,11.5,13.951,20190808,-38.7,7.60169236,NA,0.036207842,8/7/2019 22:52,53.9,-0.055,158,41.2,1.7401615,5.982512,2.2840044,12/17/2019,1,2280.230543,0.213123483,34.7,2275.526844,-107.2325841,1.458368833,-86.88688053,7.604756168,7.639028144,45.9121189,1103.167023,1107.353504,2121.200908,60.90539327,2228.01842,2275.526844,0.922119887,1.444529482,2322.375926,2273.889387
283,N_30_1_AI,30,Mytilus,Night,After,Control,After_Control,1,1,8/7/2019,23:25:00,1.9,20.8,24.1,54.1,35.6,11.3,13.23,20190808,-22.7,7.323448364,NA,0.036244369,8/7/2019 23:25,84.4,22,266,336,2.724854,10.071824,18.626832,12/17/2019,1,2181.666394,0.213123483,34.65,2176.962695,-107.2325841,1.458368833,-87.93836446,7.326281959,7.350343064,88.73671224,2117.243287,2125.307828,2096.837348,30.66051254,2216.234573,2176.962695,0.464281456,0.727672744,2218.581099,2258.603764
284,N_31_1_AI,31,Mytilus,Night,After,Control,After_Control,1,1,8/7/2019,23:23:00,1.6,1.72,20.1,54.1,35.6,11.4,13.085,20190808,-22.3,7.316932052,NA,0.036195372,8/7/2019 23:23,147.4,25.4,526,578,4.758809,19.916464,32.042586,12/18/2019,1,2064.819884,0.085007907,35.03,2062.943734,-107.2325841,1.458368833,-88.14982794,7.319771535,7.340723526,85.6903695,2051.161922,2058.96412,1985.46298,28.50715758,2099.660507,2062.943734,0.431749559,0.676561553,2125.438794,2163.267869
285,N_32_1_AI,32,Mytilus,Night,After,Removal,After_Removal,1,1,8/7/2019,23:20:00,1.6,6.45,74.3,54.3,35.7,11.3,13.072,20190808,-42,7.663853181,NA,0.03636745,8/7/2019 23:20,50.2,19.02,224,99,1.620707,8.481536,5.488263,12/18/2019,1,2213.428517,0.085007907,34.36,2211.552367,-107.2325841,1.458368833,-88.16878673,7.666956684,7.692265828,39.33317276,939.0194801,942.5916014,2043.98299,65.82573577,2149.141899,2211.552367,0.996266319,1.561254129,2234.968804,2171.897519
286,N2_Ocean_4_AI,Ocean,Ocean,Night,After,Ocean,After_Ocean,4,2,8/9/2019,3:15:00,0.6,8.11,93.2,53.8,35.4,11.6,12.183,20190808,-51.9,7.843000176,NA,0.035915313,8/9/2019 3:15,34.8,2.96,83.2,40,1.123518,3.1502848,2.21748,8/30/2019,1,2225.924176,0.232710928,32.76,2220.788176,-107.2325841,1.458368833,-89.46527662,7.845350121,7.854074274,26.18316441,630.0691946,632.4559694,1985.168782,93.25306883,2104.605015,2220.788176,1.414284061,2.215999062,2139.794725,2027.848832
287,N_1_4_AI,1,Phyllospadix,Night,After,Control,After_Control,4,2,8/9/2019,3:21:00,0.6,1.89,22.3,54,35.5,11.2,12.133,20190808,-30.6,7.466990869,NA,0.036231948,8/9/2019 3:21,21.8,5.11,53.4,64.8,0.703813,2.0219376,3.5923176,8/31/2019,1,2274.29705,0.048572063,33,2273.22505,-107.2325841,1.458368833,-89.53819507,7.469604808,7.481951231,67.91639245,1614.324346,1620.477856,2165.797707,42.614723,2276.328822,2273.22505,0.645514197,1.012039679,2206.36549,2209.377975
288,N_2_4_AI,2,Phyllospadix,Night,After,Removal,After_Removal,4,2,8/9/2019,3:22:00,0.6,2.66,30.6,54,35.5,10.9,11.79,20190808,-32.2,7.496703523,NA,0.036381066,8/9/2019 3:22,22.8,12.94,27.8,59.4,0.736098,1.0526192,3.2929578,9/1/2019,1,2279.48097,0.396650635,32.86,2270.726771,-107.2325841,1.458368833,-90.03841558,7.499330031,7.511267916,63.71930659,1499.904247,1505.643111,2157.494047,44.88589272,2266.099247,2270.726771,0.679569659,1.06600708,2194.590639,2190.118272
289,N_3_4_AI,3,Phyllospadix,Night,After,Removal,After_Removal,4,2,8/9/2019,3:24:00,0.6,3.46,40,54,35.5,10.9,11.787,20190808,-27.1,7.406511277,NA,0.036381066,8/9/2019 3:24,32.6,15.52,47.8,71.6,1.052491,1.8098992,3.9692892,9/2/2019,1,2309.140345,0.36850704,32.95,2301.007284,-107.2325841,1.458368833,-90.04279068,7.409137453,7.420601688,80.308039,1890.390452,1897.626446,2206.842597,37.2619339,2324.41257,2301.007284,0.564143391,0.884943642,2229.946765,2252.629241
290,N_4_4_AI,4,Phyllospadix,Night,After,Control,After_Control,4,2,8/9/2019,3:25:00,0.3,0.92,10.9,54,35.5,10.9,11.781,20190808,-26.7,7.399459658,NA,0.036381066,8/9/2019 3:25,41.6,11.94,31.6,129.6,1.343056,1.1965024,7.1846352,9/2/2019,1,2362.162744,0.36850704,32.94,2354.029683,-107.2325841,1.458368833,-90.0515409,7.402086017,7.413438909,83.58612581,1967.554134,1975.086125,2259.351249,37.52450801,2380.461883,2354.029683,0.568118747,0.891179584,2280.639346,2306.247483
291,N_5_4_AI,5,Phyllospadix,Night,After,Control,After_Control,4,2,8/9/2019,3:28:00,0.3,0.81,10.4,54,35.5,10.4,11.503,20190808,-20.8,7.296079475,NA,0.036635675,8/9/2019 3:28,25,7.76,24,49.2,0.807125,0.908736,2.7275004,9/4/2019,1,2693.735575,0.537981023,33.02,2681.862172,-107.2325841,1.458368833,-90.45696743,7.29871533,7.312400234,122.9141732,2846.468231,2857.446006,2599.587139,33.54932995,2756.050642,2681.862172,0.507522349,0.796826227,2604.561439,2676.611535
292,N_6_4_AI,6,Phyllospadix,Night,After,Removal,After_Removal,4,2,8/9/2019,3:27:00,0.3,1.44,16.3,54.1,35.6,10.5,11.71,20190808,-24,7.351966658,NA,0.036647152,8/9/2019 3:27,18.6,48.3,69.5,71,0.600501,2.631548,3.936027,9/4/2019,1,2509.405882,0.537981023,32.99,2497.532479,-107.2325841,1.458368833,-90.15508508,7.354861556,7.370195082,99.37859258,2310.303173,2319.196458,2408.974399,35.73501726,2544.088009,2497.532479,0.540403912,0.848190196,2423.341073,2468.51363
293,N_7_4_AI,7,Phyllospadix,Night,After,Removal,After_Removal,4,2,8/9/2019,3:36:00,0.4,2.89,33.5,53.9,35.5,11,11.921,20190808,-36.6,7.573937911,NA,0.036268985,8/9/2019 3:36,42.6,-2.74,17.54,103.4,1.375341,0.66413456,5.7321858,9/5/2019,1,2326.023391,0.544759247,32.92,2314.000391,-107.2325841,1.458368833,-89.84736926,7.576560061,7.589296169,53.58098381,1265.35825,1270.192213,2176.773642,54.41291455,2284.76754,2314.000391,0.82394694,1.292253282,2240.496849,2212.192571
294,N_8_4_AI,8,Phyllospadix,Night,After,Control,After_Control,4,2,8/9/2019,3:38:00,0.4,0.81,9.5,54,35.5,10.6,11.812,20190808,-24.9,7.367505164,NA,0.036532907,8/9/2019 3:38,50.3,4.44,15,105,1.6239355,0.56796,5.820885,9/5/2019,1,2434.077732,0.544759247,33.05,2422.054732,-107.2325841,1.458368833,-90.00633146,7.370130248,7.385571337,92.67785195,2160.343917,2168.647835,2331.625517,35.8936014,2460.19697,2422.054732,0.543158889,0.852478917,2354.379673,2391.456172
295,N_9_4_AI,9,Mytilus,Night,After,Control,After_Control,4,2,8/9/2019,3:42:00,0.4,1.23,14.1,54,35.5,10.8,11.94,20190808,-19.3,7.268027562,NA,0.036431375,8/9/2019 3:42,74.4,21.2,100.2,374,2.402004,3.7939728,20.733438,9/7/2019,1,2237.308337,0.267242737,32.95,2231.41021,-107.2325841,1.458368833,-89.81966025,7.270647534,7.28462059,107.8875043,2531.342365,2541.051075,2162.243727,26.58989187,2296.721123,2231.41021,0.402502335,0.631497752,2162.499012,2225.792971
296,N_10_4_AI,10,Mytilus,Night,After,Removal,After_Removal,4,2,8/9/2019,3:44:00,0.4,2.11,24.4,53.9,35.5,10.8,11.86,20190808,-20.8,7.294825225,NA,0.036368928,8/9/2019 3:44,159.8,56,370,406,5.159143,14.00968,22.507422,9/7/2019,1,2307.452936,0.267242737,33.06,2301.554809,-107.2325841,1.458368833,-89.93632976,7.297448221,7.310567548,104.5343296,2452.667515,2462.073672,2224.023617,29.03342541,2357.591372,2301.554809,0.439491126,0.689530554,2237.923587,2292.410904
297,N_11_4_AI,11,Mytilus,Night,After,Removal,After_Removal,4,2,8/9/2019,3:45:00,0.3,2.76,31.9,53.9,35.5,10.9,12.001,20190808,-25.5,7.377397512,NA,0.036318806,8/9/2019 3:45,55,17.7,163.8,242,1.775675,6.2021232,13.415754,9/8/2019,1,2214.250549,0.658535281,33.11,2199.716478,-107.2325841,1.458368833,-89.73069975,7.380015807,7.394080859,81.7467568,1924.25678,1931.622678,2113.30431,33.56875558,2228.619823,2199.716478,0.508228898,0.797233361,2142.135664,2170.282421
298,N_12_4_AI,12,Mytilus,Night,After,Control,After_Control,4,2,8/9/2019,3:50:00,0.3,2.23,26.6,54,35.5,10.7,11.904,20190808,-17.7,7.23986272,NA,0.036481988,8/9/2019 3:50,69.8,20.2,165.8,342,2.253493,6.2778512,18.959454,9/8/2019,1,2169.636233,0.658535281,33.2,2155.102162,-107.2325841,1.458368833,-89.87216153,7.242483857,7.257112097,111.4914646,2607.391084,2617.405244,2092.025198,24.05295994,2227.569623,2155.102162,0.364039863,0.571253967,2104.393876,2175.15622
299,N_13_4_AI,13,Mytilus,Night,After,Control,After_Control,4,2,8/9/2019,3:51:00,0.3,1.44,16.8,54,35.5,10.5,11.64,20190808,-17.5,7.237200121,NA,0.036584136,8/9/2019 3:51,84.4,21.6,158,466,2.724854,5.982512,25.833642,11/21/2019,1,2170.271402,-0.569820019,33.64,2182.847501,-107.2325841,1.458368833,-90.2571709,7.239830769,7.253694851,114.4343659,2658.785758,2669.024356,2119.625578,23.99039919,2258.050343,2182.847501,0.362975768,0.569784253,2159.734998,2234.141575
