,Id_code,PoolID,Foundation_spp,Day_Night,Before_After,Removal_Control,Group,Time_Point,Sampling_group,Sampling_Day,Sampling_time,Wind_Speed.m.s,DO_mg_L,DO_p,Conductivity,Salinity,Temp.pool,Temp.in,date_triscal,mVolts,pH.pre,Notes,SalCal,Date_Time,PO_ug_L,NO2N_ug_L,NN_ug_L,NH4_ug_L,PO_umol_L,NN_umol_L,NH4_umol_L,Date_Run,TA_Run,TA_Raw,CRM_off,Salinity_Lab,TA_CRM,(Intercept),TTris,mVTris,pH,pH_insitu,CO2,fCO2,pCO2,HCO3,CO3,DIC,ALK,OmegaAragonite,OmegaCalcite,TA_NormSal,DIC_Norm
200,D_16_1_AI,16,Mytilus,Day,After,Removal,After_Removal,1,1,8/5/2019,8:48:00,1.5,8.22,93.9,53.3,35.2,11.4,13.684,20190804,-43.6,7.680279215,NA,0.035704761,8/5/2019 8:48,54.6,21.1,491,83.2,1.762761,18.591224,4.6123584,11/23/2019,1,2178.721112,-0.539790416,33.87,2190.634448,-106.233873,1.349038589,-87.77362894,7.682062954,7.714816898,36.91246647,881.5536948,884.9026728,2017.60748,67.93219971,2122.452147,2190.634448,1.030912928,1.616359429,2182.258493,2114.336888
201,D2_Ocean_1_AI,Ocean,Ocean,Day,After,Ocean,After_Ocean,1,2,8/6/2019,8:24:00,1,8.57,96.2,53.3,35,10.8,14.626,20190804,-37.9,7.574056113,NA,0.035994384,8/6/2019 8:24,40.2,-0.233,250,31.2,1.297857,9.466,1.7296344,11/26/2019,1,2144.22269,0.237237901,33.74,2138.986778,-106.233873,1.349038589,-86.50283459,7.575308111,7.62829207,45.44598322,1063.239114,1067.310564,2001.629912,53.69294653,2100.768842,2138.986778,0.814744654,1.279193318,2122.629821,2084.704139
202,D_17_1_AI,17,Mytilus,Day,After,Removal,After_Removal,1,2,8/6/2019,9:06:00,1.2,12.96,150.2,53.4,35.2,12.1,14.748,20190804,-51.2,7.806091425,NA,0.035439955,8/6/2019 9:06,58.4,5.24,137,97.8,1.885444,5.187368,5.4217386,11/27/2019,1,2135.767908,0.547931117,34.01,2123.674904,-106.233873,1.349038589,-86.33825188,7.807847458,7.847062236,25.14325245,614.0970325,616.4083201,1896.230102,88.96761371,2010.340968,2123.674904,1.351916791,2.116893419,2124.299514,2010.932245
203,D_18_1_AI,18,Phyllospadix,Day,After,Control,After_Control,1,2,8/6/2019,9:20:00,1.4,7.37,86.6,53.6,35.3,12.3,15.05,20190804,-39.2,7.594060049,NA,0.035468705,8/6/2019 9:20,50,3.54,172.2,104.4,1.61425,6.5201808,5.7876228,11/27/2019,1,2219.606901,0.547931117,34.01,2207.513897,-106.233873,1.349038589,-85.93084223,7.596059167,7.634270201,44.24078061,1088.043773,1092.130457,2055.825897,59.69055392,2159.757232,2207.513897,0.906935119,1.41937559,2208.163166,2160.392455
204,D_19_1_AI,19,Mytilus,Day,After,Control,After_Control,1,2,8/6/2019,9:05:00,1.2,8.9,102.9,53.7,35.3,11.5,14.063,20190804,-40.9,7.63032509,NA,0.035902035,8/6/2019 9:05,52.2,10.86,183.4,101.6,1.685277,6.9442576,5.6323992,12/6/2019,1,2171.439617,-0.023173626,34.13,2171.951066,-106.233873,1.349038589,-87.26234332,7.632354593,7.668505401,40.88336365,980.0965725,983.8155064,2015.245798,61.36796304,2117.497124,2171.951066,0.931006791,1.459240224,2180.255585,2125.593437
205,D_20_1_AI,20,Phyllospadix,Day,After,Control,After_Control,1,2,8/6/2019,9:14:00,1.2,9.18,104.8,53.7,35.3,11.3,14.712,20190804,-46.9,7.731069999,NA,0.035998284,8/6/2019 9:14,41.4,8.82,154.4,102.6,1.336599,5.8462016,5.6878362,12/6/2019,1,2258.558904,-0.023173626,33.91,2259.070353,-106.233873,1.349038589,-86.38681727,7.733080195,7.782858802,32.2031957,767.0467395,769.9641126,2055.227596,80.80417888,2168.234971,2259.070353,1.225430714,1.921417883,2253.090461,2162.495526
206,D_21_1_AI,21,Phyllospadix,Day,After,Removal,After_Removal,1,2,8/6/2019,9:08:00,1.2,16.06,191,53.3,35.1,13.2,15.446,20190804,-76.7,8.246344045,NA,0.034896321,8/6/2019 9:08,28.6,6.96,64.4,61.8,0.923351,2.4384416,3.4260066,12/11/2019,1,1989.145516,0.226350661,33.9,1984.149889,-106.233873,1.349038589,-85.39662295,8.247833131,8.28293145,6.995101094,176.7798547,177.4355541,1477.325547,196.9006387,1681.221286,1984.149889,3.000342958,4.688702505,1978.314154,1676.276518
207,D_22_1_AI,22,Phyllospadix,Day,After,Removal,After_Removal,1,2,8/6/2019,9:17:00,1.4,13.6,161,53.4,35.2,13,14.95,20190804,-61.4,7.983057142,NA,0.035040381,8/6/2019 9:17,35,-1.61,124.4,65.6,1.129975,4.7102816,3.6366672,12/12/2019,1,2075.799256,0.032092078,34.31,2075.090974,-106.233873,1.349038589,-86.06574609,7.984808595,8.014524465,15.47921413,388.9688686,390.4156466,1754.938194,125.3868051,1895.804213,2075.090974,1.908831103,2.983722408,2094.010921,1913.089487
208,D_23_1_AI,23,Mytilus,Day,After,Removal,After_Removal,1,2,8/6/2019,8:58:00,1,9.13,106.2,53.6,35.3,12.1,14.317,20190804,-44.7,7.695261294,NA,0.035560079,8/6/2019 8:58,44.6,7.03,369,75,1.439911,13.971816,4.157775,12/12/2019,1,2144.643497,0.032092078,34.29,2143.935215,-106.233873,1.349038589,-86.91968752,7.697283396,7.729159731,34.14280554,834.3760847,837.5171978,1964.308157,70.41059441,2068.861557,2143.935215,1.069395979,1.674269288,2162.221721,2086.507729
209,D_24_1_AI,24,Mytilus,Day,After,Removal,After_Removal,1,2,8/6/2019,8:56:00,1,10.64,123,53.3,35.1,11.9,13.826,20190804,-46.5,7.730241915,NA,0.035471322,8/6/2019 8:56,73,6.32,330,127.6,2.356805,12.49512,7.0737612,12/13/2019,1,2168.443106,-0.016058326,34.76,2168.797518,-106.233873,1.349038589,-87.58206546,7.731765758,7.759750678,32.23456296,781.8422876,784.7930522,1976.895587,75.09953453,2084.229684,2168.797518,1.141305058,1.788045022,2217.276521,2130.818348
210,D_25_1_AI,25,Mytilus,Day,After,Control,After_Control,1,2,8/6/2019,8:55:00,1,5.68,65.2,53.8,35.4,11.4,13.592,20190804,-30.8,7.455933677,NA,0.036011344,8/6/2019 8:55,84,18.58,318,334,2.71194,12.040752,18.515958,12/13/2019,1,2139.34822,-0.016058326,34.77,2139.702632,-106.233873,1.349038589,-87.89774049,7.458234859,7.487098509,62.75930139,1500.548088,1506.252443,2033.797463,40.71983844,2137.276603,2139.702632,0.617337565,0.967643927,2188.160603,2185.679632
211,D_26_1_AI,26,Phyllospadix,Day,After,Removal,After_Removal,1,2,8/6/2019,8:36:00,0.6,10.32,118.6,53.4,35.1,11.4,14.248,20190804,-53.8,7.855310188,NA,0.035766065,8/6/2019 8:36,30.4,9.6,169.8,41,0.981464,6.4293072,2.272917,12/16/2019,1,2192.108772,-0.207713212,34.22,2196.693065,-106.233873,1.349038589,-87.01277118,7.856825045,7.899561667,23.26216593,555.2362309,557.3447943,1944.074434,99.93196402,2067.268564,2196.693065,1.517267621,2.379259408,2210.906961,2080.645007
212,D_27_1_AI,27,Phyllospadix,Day,After,Control,After_Control,1,2,8/6/2019,8:35:00,0.6,8.76,100.4,53.6,35.2,11.2,14.133,20190804,-46.3,7.724592074,NA,0.035985158,8/6/2019 8:35,49.6,0.456,202,82.8,1.601336,7.648528,4.5901836,12/16/2019,1,2214.949648,-0.207713212,34.25,2219.533941,-106.233873,1.349038589,-87.16791062,7.726364151,7.76904885,32.8654978,779.8506249,782.8205725,2025.153772,76.6538841,2134.673154,2219.533941,1.162853296,1.823892288,2235.854043,2150.36928
213,D_28_1_AI,28,Phyllospadix,Day,After,Removal,After_Removal,1,2,8/6/2019,8:33:00,0.6,12.53,144.2,53.6,35.3,11.5,14.422,20190804,-59.4,7.952161232,NA,0.035840893,8/6/2019 8:33,27.4,6.48,84,14.14,0.884609,3.180576,0.78387918,12/17/2019,1,2226.36406,0.213123483,34.17,2221.660361,-106.233873,1.349038589,-86.77803846,7.954181383,7.998791449,18.09601094,433.8155355,435.4606482,1908.316049,124.3225859,2050.734646,2221.660361,1.886084629,2.956208894,2232.768663,2060.988319
214,D_29_1_AI,29,Phyllospadix,Day,After,Control,After_Control,1,2,8/6/2019,8:29:00,0.6,11.08,128,54.3,35.8,11.2,14.472,20190804,-61.8,7.993826724,NA,0.036417109,8/6/2019 8:29,38.3,-0.571,86.1,25,1.2365155,3.2600904,1.385925,12/17/2019,1,2207.426752,0.213123483,34.17,2202.723053,-106.233873,1.349038589,-86.71058654,7.99712589,8.047414743,15.82397611,376.7704063,378.2046508,1859.622457,135.4481619,2010.894595,2202.723053,2.048586169,3.210525495,2213.736668,2020.949068
215,D_30_1_AI,30,Mytilus,Day,After,Control,After_Control,1,2,8/6/2019,8:47:00,1.1,7.18,83.1,53.6,35.3,11.4,14.084,20190804,-30.4,7.445955015,NA,0.035888691,8/6/2019 8:47,458,50.6,564,3740,14.78653,21.355296,207.33438,12/17/2019,1,2339.979872,0.213123483,34.64,2335.276173,-106.233873,1.349038589,-87.23401351,7.447982984,7.483193386,68.91711504,1646.837888,1653.099363,2211.620115,43.78405775,2324.321288,2335.276173,0.664123145,1.041123683,2379.234313,2368.073218
216,D_31_1_AI,31,Mytilus,Day,After,Control,After_Control,1,2,8/6/2019,8:45:00,1.1,8.1,93.6,53.6,35.3,11.6,13.95,20190804,-27.8,7.401117347,NA,0.035793383,8/6/2019 8:45,73.8,8.24,340,244,2.382633,12.87376,13.526628,12/18/2019,1,2157.052159,0.085007907,34.31,2155.176009,-106.233873,1.349038589,-87.41478468,7.403149155,7.433332855,71.64854783,1723.160462,1729.695783,2060.156638,36.64686033,2168.452047,2155.176009,0.556067244,0.871407072,2174.826143,2188.223227
217,D_32_1_AI,32,Mytilus,Day,After,Removal,After_Removal,1,2,8/6/2019,8:44:00,0.6,10.76,123.4,53.7,35.3,11,13.352,20190804,-48.9,7.775769188,NA,0.036144854,8/6/2019 8:44,45.8,6.42,230,55.4,1.478653,8.70872,3.0712098,12/18/2019,1,2194.686501,0.085007907,34.34,2192.810351,-106.233873,1.349038589,-88.22150975,7.777820798,7.81252909,29.2416901,689.7760327,692.4094872,1983.16208,82.51000273,2094.913772,2192.810351,1.250644063,1.962015352,2214.738455,2115.86291
218,D1_Ocean_4_AI,Ocean,Ocean,Day,After,Ocean,After_Ocean,4,1,8/5/2019,10:56:00,0.6,11.07,125.9,52.9,34.7,11.3,14.892,20190804,-58.3,7.929273799,NA,0.035506427,8/5/2019 10:56,50.6,15.24,206,45.2,1.633621,7.799984,2.5057524,8/30/2019,1,2228.816191,0.232710928,32.89,2223.680191,-106.233873,1.349038589,-86.14399033,7.929770218,7.984420246,19.04798775,452.1502882,453.8693985,1924.318247,118.6966987,2062.062934,2223.680191,1.805257057,2.833130981,2151.083573,1994.742644
219,D_1_4_AI,1,Phyllospadix,Day,After,Control,After_Control,4,1,8/5/2019,11:01:00,0.6,12.15,142.2,53.6,35.3,12.4,14.903,20190804,-41.5,7.635258151,NA,0.035423428,8/5/2019 11:01,23.6,24.2,340,46.2,0.761926,12.87376,2.5611894,8/31/2019,1,2302.369003,0.048572063,33.07,2301.297003,-106.233873,1.349038589,-86.1291509,7.637262006,7.672562443,41.8933842,1033.584333,1037.461248,2131.423079,67.85317877,2241.169642,2301.297003,1.031162592,1.61348461,2238.349761,2179.867061
220,D_2_4_AI,2,Phyllospadix,Day,After,Removal,After_Removal,4,1,8/5/2019,11:03:00,0.6,20.62,246.3,53,34.9,13.5,15.491,20190804,-83.1,8.357694812,NA,0.034596945,8/5/2019 11:03,42.2,10.02,145.4,95.8,1.362427,5.5054256,5.3108646,9/1/2019,1,2105.843865,0.396650635,32.92,2097.089666,-106.233873,1.349038589,-85.33591621,8.358684972,8.390134773,5.370391882,136.8405484,137.346139,1459.959761,250.822936,1716.153089,2097.089666,3.82841213,5.980947231,2030.47623,1661.639991
221,D_3_4_AI,3,Phyllospadix,Day,After,Removal,After_Removal,4,1,8/5/2019,11:05:00,0.4,21.25,254.4,52.8,34.8,13.6,15.258,20190804,-80.9,8.321386936,NA,0.034440869,8/5/2019 11:05,48.2,4.76,78.8,50.8,1.556137,2.9836832,2.8161996,9/2/2019,1,2126.43256,0.36850704,32.98,2118.299499,-106.233873,1.349038589,-85.6502422,8.322131231,8.348254291,6.137098276,156.7746832,157.3531973,1517.43578,237.102846,1760.675725,2118.299499,3.621629818,5.657638198,2054.750514,1707.855453
222,D_4_4_AI,4,Phyllospadix,Day,After,Control,After_Control,4,1,8/5/2019,11:06:00,0.4,13.92,166.5,53.2,34.9,14.3,15.234,20190804,-59,7.93888326,NA,0.034387266,8/5/2019 11:06,22.8,7.8,45,84.8,0.736098,1.70388,4.7010576,9/2/2019,1,2181.348856,0.36850704,32.98,2173.215795,-106.233873,1.349038589,-85.68261913,7.939875372,7.953986158,18.40274525,480.6376993,482.3961403,1868.007726,121.2469222,2007.657394,2173.215795,1.854124407,2.891833908,2108.019321,1947.427672
223,D_5_4_AI,5,Phyllospadix,Day,After,Control,After_Control,4,1,8/5/2019,11:08:00,0.4,20.85,254.1,53.2,35.9,14,15.578,20190804,-70.3,8.133473729,NA,0.03450731,8/5/2019 11:08,21.2,-0.581,20.6,86.2,0.684442,0.7799984,4.7786694,9/4/2019,1,2302.645555,0.537981023,32.96,2290.772152,-106.233873,1.349038589,-85.21854986,8.136971761,8.161467943,11.06185671,287.8740112,288.9310301,1811.768807,191.7424922,2014.573156,2290.772152,2.914478287,4.542169423,2220.701475,1952.950918
224,D_6_4_AI,6,Phyllospadix,Day,After,Removal,After_Removal,4,1,8/5/2019,11:10:00,0.4,24.25,308.2,52.8,34.9,16.2,16.339,20190804,-96.2,8.577995009,NA,0.033461225,8/5/2019 11:10,36.8,17.9,73.1,92,1.188088,2.7678584,5.100204,9/4/2019,1,1936.951687,0.537981023,33,1925.078284,-106.233873,1.349038589,-84.19193149,8.578972927,8.581197252,2.423487926,67.02788583,67.26715326,1089.937157,322.525407,1414.886052,1925.078284,4.956759185,7.698905137,1868.458335,1373.271757
225,D_7_4_AI,7,Phyllospadix,Day,After,Removal,After_Removal,4,1,8/5/2019,11:17:00,0.9,14.73,176,53.1,35,13.6,15.694,20190804,-68.4,8.099349908,NA,0.034613274,8/5/2019 11:17,45,-5.82,66,106,1.452825,2.499024,5.876322,9/5/2019,1,2099.84576,0.544759247,33.07,2087.82276,-106.233873,1.349038589,-85.06206138,8.100583784,8.132898028,11.13217466,284.6969625,285.7476707,1679.089321,160.5238885,1850.745384,2087.82276,2.449464121,3.825317805,2030.714667,1800.122055
226,D_8_4_AI,8,Phyllospadix,Day,After,Control,After_Control,4,1,8/5/2019,11:19:00,0.9,9.32,114.8,52.8,34.8,14.2,15.832,20190804,-49.2,7.763367572,NA,0.034201064,8/5/2019 11:19,40,-30.9,75.9,101,1.2914,2.8738776,5.599137,9/5/2019,1,2313.769706,0.544759247,33.12,2301.746706,-106.233873,1.349038589,-84.87589405,7.76410245,7.787906361,30.0446252,781.8533298,784.7183906,2073.950597,91.27201752,2195.26724,2301.746706,1.396113785,2.178283592,2242.172085,2138.448558
227,D_9_4_AI,9,Mytilus,Day,After,Control,After_Control,4,1,8/5/2019,11:24:00,0.9,11.35,135.1,53.5,35.2,12.9,15.241,20190804,-31.5,7.458255772,NA,0.035142393,8/5/2019 11:24,67.8,18.42,185.6,292,2.188923,7.0275584,16.187604,9/7/2019,1,2147.906714,0.267242737,33.09,2142.008587,-106.233873,1.349038589,-85.67317586,7.459996788,7.490651997,59.98363699,1502.574377,1508.177256,2030.562627,43.25632984,2133.802594,2142.008587,0.658374834,1.029318989,2084.678357,2076.691995
228,D_10_4_AI,10,Mytilus,Day,After,Removal,After_Removal,4,1,8/5/2019,11:26:00,0.1,16.82,200.3,52.9,34.8,13.4,15.555,20190804,-63.9,8.021945696,NA,0.03458054,8/5/2019 11:26,120.4,12.8,340,248,3.887114,12.87376,13.748376,9/7/2019,1,2112.238578,0.267242737,33.05,2106.340451,-106.233873,1.349038589,-85.24957774,8.022685076,8.055685982,13.96304009,354.4803598,355.7920659,1751.726364,138.4728244,1904.162228,2106.340451,2.114139183,3.30400493,2047.48682,1850.957695
229,D_11_4_AI,11,Mytilus,Day,After,Removal,After_Removal,4,1,8/5/2019,11:28:00,0.1,18.14,216,52.9,34.8,13.4,16.45,20190804,-69.1,8.105287198,under line by 10ml,0.03458054,8/5/2019 11:28,46.4,9.7,192,105.2,1.498024,7.269888,5.8319724,9/8/2019,1,2101.319321,0.658535281,33.22,2086.78525,-106.233873,1.349038589,-84.04218821,8.10601645,8.153114494,10.61772823,269.5527693,270.5501191,1667.041448,164.9199498,1842.579127,2086.78525,2.51792169,3.935041621,2038.911941,1800.308194
230,D_12_4_AI,12,Mytilus,Day,After,Control,After_Control,4,1,8/5/2019,11:35:00,0.2,14.64,179.7,52.7,34.7,14.9,16.568,20190804,-59.1,7.930355152,NA,0.033876626,8/5/2019 11:35,63.2,12.7,164.4,204,2.040412,6.2248416,11.309148,9/8/2019,1,1917.780846,0.658535281,33.2,1903.246775,-106.233873,1.349038589,-83.88300165,7.930838566,7.955860108,15.72051648,417.698227,419.2146597,1622.864749,107.7645877,1746.349853,1903.246775,1.652112938,2.574293076,1858.464498,1705.259268
231,D_13_4_AI,13,Mytilus,Day,After,Control,After_Control,4,1,8/5/2019,11:37:00,0.2,12.16,151,52.7,34.7,15.1,16.397,20190804,-48.7,7.750651906,NA,0.033802109,8/5/2019 11:37,83,13.32,236,312,2.679655,8.935904,17.296344,11/21/2019,1,1889.869451,-0.569820019,33.7,1902.44555,-106.233873,1.349038589,-84.11368725,7.751135791,7.76986861,25.26476142,675.3703377,677.8167074,1707.556863,74.45842375,1807.280048,1902.44555,1.142097822,1.778827268,1885.659266,1791.333459
232,D_14_4_AI,14,Mytilus,Day,After,Control,After_Control,4,1,8/5/2019,11:38:00,0.2,6.97,84.9,53,34.9,13.8,16.264,20190804,-29.8,7.422474504,NA,0.034474243,8/5/2019 11:38,72.2,17.74,240,310,2.330977,9.08736,17.18547,12/21/2019,2,2171.60906,-0.799098459,35.16,2189.245403,-106.233873,1.349038589,-84.29310938,7.423447977,7.45504912,65.46516098,1683.678034,1689.885542,2081.564624,42.01137067,2189.041156,2189.245403,0.641679209,1.001851668,2263.937305,2263.726089
233,D_15_4_AI,15,Mytilus,Day,After,Removal,After_Removal,4,1,8/5/2019,11:40:00,0.2,31.02,383.6,52.8,34.8,15.2,16.687,20190804,-106.7,8.757119182,NA,0.033820088,8/5/2019 11:40,51.4,5.7,37,45,1.659449,1.400968,2.494665,11/22/2019,1,1934.594627,-0.799098459,34.59,1952.23097,-106.233873,1.349038589,-83.72246606,8.757848791,8.782253437,1.290349552,34.61694954,34.74209298,900.1651763,406.3628087,1307.818335,1952.23097,6.231520481,9.70197735,1986.107919,1330.512829
234,D_16_4_AI,16,Mytilus,Day,After,Removal,After_Removal,4,1,8/5/2019,11:43:00,0.2,9.95,122.7,52.7,34.7,14.9,16.948,20190804,-51.3,7.791927983,NA,0.033876626,8/5/2019 11:43,59.2,7.74,448,124.6,1.911272,16.963072,6.9074502,11/23/2019,1,2118.885608,-0.539790416,34.55,2130.798944,-106.233873,1.349038589,-83.37036699,7.792407715,7.822404742,24.97021766,663.4652021,665.8745358,1895.756172,92.58078462,2013.307174,2130.798944,1.41933371,2.211580613,2165.267751,2045.875378
235,D2_Ocean_4_AI,Ocean,Ocean,Day,After,Ocean,After_Ocean,4,2,8/6/2019,11:31:00,0.4,11.55,132.9,53.4,35.1,11.7,15.454,20190804,-59.5,7.945918778,NA,0.035624614,8/6/2019 11:31,34.6,1.142,224,38.6,1.117061,8.481536,2.1398682,11/26/2019,1,2180.412638,0.237237901,33.8,2175.176726,-106.233873,1.349038589,-85.38583064,7.947406212,8.004573847,17.37222892,418.6703864,420.2539476,1862.869523,123.3878309,2003.629583,2175.176726,1.874439947,2.937721487,2162.381569,1991.843527
236,D_17_4_AI,17,Mytilus,Day,After,Removal,After_Removal,4,2,8/6/2019,12:04:00,1.3,21.26,263.1,53.1,35.1,15.5,17.901,20190804,-79.2,8.268163696,NA,0.033873543,8/6/2019 12:04,86.4,13.2,91.4,154.4,2.789424,3.4607696,8.5594728,11/27/2019,1,1997.994618,0.547931117,34.05,1985.901614,-106.233873,1.349038589,-82.08473321,8.269594196,8.306995882,6.031098664,163.5408008,164.1298522,1421.800906,218.8565916,1646.688596,1985.901614,3.35348921,5.215262551,1988.822057,1649.110197
237,D_18_4_AI,18,Phyllospadix,Day,After,Control,After_Control,4,2,8/6/2019,12:13:00,0.8,9.4,110.9,54.1,35.8,15,17.408,20190804,-48.4,7.73830891,NA,0.034612852,8/6/2019 12:13,45.2,-0.376,108.8,180.6,1.459282,4.1196032,10.0119222,11/27/2019,1,2146.010188,0.547931117,33.96,2133.917184,-106.233873,1.349038589,-82.74980924,7.741457508,7.77632095,27.72220155,743.3825438,746.0789002,1913.814006,86.51926106,2028.055469,2133.917184,1.318925207,2.05142249,2131.406693,2025.669521
238,D_19_4_AI,19,Mytilus,Day,After,Control,After_Control,4,2,8/6/2019,12:03:00,1.3,11.76,143.2,53.6,35.4,14,17.272,20190804,-47.5,7.723648291,NA,0.034734687,8/6/2019 12:03,80.4,15.9,204,266,2.595714,7.724256,14.746242,12/6/2019,1,2042.652432,-0.023173626,34.11,2043.163881,-106.233873,1.349038589,-82.93327849,7.725822008,7.773068499,27.5768741,715.6446791,718.2736325,1839.711494,78.71559761,1946.003966,2043.163881,1.199741314,1.871002685,2049.774117,1952.299861
239,D_20_4_AI,20,Phyllospadix,Day,After,Control,After_Control,4,2,8/6/2019,12:08:00,0.8,11.25,133,54.3,35.9,12.8,16.694,20190804,-56.9,7.891133149,NA,0.035657156,8/6/2019 12:08,43.4,-3.28,81.6,117.2,1.401169,3.0897024,6.4972164,12/6/2019,1,2340.203538,-0.023173626,34.13,2340.714987,-106.233873,1.349038589,-83.71302279,7.894568704,7.953345855,20.54404266,515.0469701,516.967887,2024.228703,126.6439566,2171.416702,2340.714987,1.920085017,2.999687188,2349.664779,2179.719178
240,D_21_4_AI,21,Phyllospadix,Day,After,Removal,After_Removal,4,2,8/6/2019,12:06:00,0.8,23.16,302.4,52.9,34.9,18.5,18.566,20190804,-106.5,8.733913756,NA,0.032762701,8/6/2019 12:06,37.6,-2.65,28.4,109.4,1.213916,1.0753376,6.0648078,12/11/2019,1,1594.146236,0.226350661,34.04,1589.150609,-106.233873,1.349038589,-81.18762255,8.734856474,8.735935283,1.036712628,30.65419324,30.76049071,701.0912324,323.31728,1025.445225,1589.150609,5.003952146,7.729912621,1591.020198,1026.651631
241,D_22_4_AI,22,Phyllospadix,Day,After,Removal,After_Removal,4,2,8/6/2019,12:10:00,0.8,22.26,293.5,53.2,35.1,18.7,18.891,20190804,-95.4,8.538960777,NA,0.032851736,8/6/2019 12:10,35,-2.12,33,104,1.129975,1.249512,5.765448,12/12/2019,1,1786.703843,0.032092078,35.23,1785.995561,-106.233873,1.349038589,-80.74918501,8.540368195,8.543400772,2.283497932,67.97880587,68.2139515,997.2053886,298.7975856,1298.286472,1785.995561,4.622218187,7.13446202,1850.606577,1345.253894
242,D_23_4_AI,23,Mytilus,Day,After,Removal,After_Removal,4,2,8/6/2019,11:56:00,1.3,15.3,194,53.3,35.2,16.5,17.912,20190804,-65.9,8.037776235,NA,0.033622541,8/6/2019 11:56,39.8,20.9,211,160.8,1.284943,7.989304,8.9142696,12/12/2019,1,1926.340636,0.032092078,34.29,1925.632354,-106.233873,1.349038589,-82.06989379,8.039445726,8.060874475,11.38144056,318.1166236,319.2482126,1559.041415,141.7927935,1712.215649,1925.632354,2.177441413,3.37817564,1942.056865,1726.819841
243,D_24_4_AI,24,Mytilus,Day,After,Removal,After_Removal,4,2,8/6/2019,11:55:00,1.3,17.76,217.5,53.3,35.2,14.7,16.976,20190804,-74.7,8.198204858,NA,0.034286235,8/6/2019 11:55,35,-0.468,83.6,119,1.129975,3.1654304,6.597003,12/13/2019,1,2034.525653,-0.016058326,34.74,2034.880065,-106.233873,1.349038589,-83.33259391,8.199901597,8.23522103,7.828564802,207.3264062,208.0808369,1536.619698,194.8790476,1739.327311,2034.880065,2.978383391,4.639283054,2079.168631,1777.183258
244,D_25_4_AI,25,Mytilus,Day,After,Control,After_Control,4,2,8/6/2019,11:53:00,0.4,5,60,54,35.6,13.1,16.232,20190804,-30.1,7.427889027,NA,0.035347416,8/6/2019 11:53,148,26,390,612,4.77818,14.76696,33.927444,12/13/2019,1,2235.07732,-0.016058326,34.76,2235.431732,-106.233873,1.349038589,-84.33627862,7.430596663,7.47112762,65.00179902,1642.231936,1648.340832,2120.586148,43.9216911,2229.509639,2235.431732,0.667394299,1.042428267,2285.400206,2279.345736
245,D_26_4_AI,26,Phyllospadix,Day,After,Removal,After_Removal,4,2,8/6/2019,11:38:00,0.3,29.86,372.8,53.4,35.3,15.8,16.73,20190804,-92.6,8.511528352,NA,0.033926289,8/6/2019 11:38,38.2,11.96,96.4,117.8,1.233287,3.6500896,6.5304786,12/16/2019,1,1894.159678,-0.207713212,34.23,1898.743971,-106.233873,1.349038589,-83.6644574,8.513479192,8.528259775,2.85984375,78.33486565,78.61591886,1131.762012,294.6535029,1429.275359,1898.743971,4.513612351,7.012723139,1911.588415,1438.943986
246,D_27_4_AI,27,Phyllospadix,Day,After,Control,After_Control,4,2,8/6/2019,11:37:00,0.3,12.02,143,54.7,36.1,12.4,15.543,20190804,-42.9,7.655442182,NA,0.036078801,8/6/2019 11:37,51.4,8.42,146,172.6,1.659449,5.528144,9.5684262,12/19/2019,2,2282.244532,-0.207713212,34.96,2286.828825,-106.233873,1.349038589,-85.26576621,7.65944861,7.704219514,38.17122677,946.041233,949.5894385,2101.750618,73.27872844,2213.200574,2286.828825,1.108921267,1.73336793,2351.398109,2275.690943
247,D_28_4_AI,28,Phyllospadix,Day,After,Removal,After_Removal,4,2,8/6/2019,11:35:00,0.3,26.73,327.2,53.5,35.3,14.6,16.356,20190804,-97.9,8.607420042,NA,0.034436997,8/6/2019 11:35,37,0.378,37.4,111,1.194545,1.4161136,6.153507,12/17/2019,1,2004.150883,0.213123483,34.12,1999.447184,-106.233873,1.349038589,-84.16899783,8.609383236,8.63766085,2.21526736,58.52201773,58.7352071,1096.652442,350.7733932,1449.641103,1999.447184,5.356780389,8.344573379,2006.504056,1454.757483
248,D_29_4_AI,29,Phyllospadix,Day,After,Control,After_Control,4,2,8/6/2019,11:34:00,0.4,19.14,234,55,36.4,14.4,16.201,20190804,-84.2,8.370356007,NA,0.035360192,8/6/2019 11:34,31.6,3.8,52.7,105,1.020206,1.9954328,5.820885,12/17/2019,1,2215.219559,0.213123483,34.19,2210.51586,-106.233873,1.349038589,-84.37809882,8.37508466,8.403538648,5.158082569,136.2733862,136.7711253,1494.785547,283.6690227,1783.612652,2210.51586,4.303274141,6.69712123,2222.868743,1793.579899
249,D_30_4_AI,30,Mytilus,Day,After,Control,After_Control,4,2,8/6/2019,11:50:00,0.4,11.31,138.1,53.5,35.3,14.5,16.355,20190804,-36.1,7.531606017,NA,0.034476541,8/6/2019 11:50,246,103.4,892,4560,7.94211,33.774688,252.79272,12/17/2019,1,2336.393148,0.213123483,34.7,2331.689449,-106.233873,1.349038589,-84.17034687,7.533564,7.558543958,52.96546474,1394.95727,1400.052955,2180.179896,57.89770697,2291.043068,2331.689449,0.883960776,1.377290483,2379.69482,2338.211601
